date,week_num,tv_spend,digital_spend,social_media_spend,search_spend,print_spend,radio_spend,organic_traffic,word_of_mouth,email_list_size,consumer_confidence,competitor_spend,is_holiday,revenue
2024-03-18,115,55435.49,34318.97,16198.23,19761.04,11014.4,11067.31,7849.318519767956,1149.58,15991.0,104.87,130761.44,0,713282.32
2024-03-25,116,55161.8,28240.0,17746.09,0.0,11206.64,12002.47,9398.18023284696,785.45,15772.0,100.89,135937.69,0,649644.28
2024-04-01,117,57466.34,28992.61,19355.13,22838.76,0.0,12780.95,8252.057093783831,1047.85,15760.0,105.0,126706.75,0,618251.43
2024-04-08,118,50697.96,29986.74,16565.5,22225.18,11050.81,12517.45,8414.311277490297,1414.82,15900.0,103.77,122059.19,0,645537.87
2024-04-15,119,57141.98,30817.23,15587.56,24890.25,11017.09,11915.48,8626.684505446286,816.12,16070.0,102.03,114576.55,0,679487.0
2024-04-22,120,59761.86,29795.6,16537.91,24757.41,0.0,11673.9,8356.817465871642,493.94,15711.0,103.3,111326.43,0,700108.38
2024-04-29,121,61784.92,32540.61,0.0,24958.61,11991.53,10218.46,9152.981545868586,942.8,15591.0,105.65,110909.24,0,616525.8
2024-05-06,122,57783.05,30492.01,16919.71,26687.83,15209.71,9397.98,7951.659185026431,1220.19,15990.0,104.64,103661.01,0,611055.12
2024-05-13,123,64529.29,31030.91,0.0,26674.99,13280.62,9286.92,8305.814475789723,1391.67,15906.0,105.73,99051.71,0,704829.85
2024-05-20,124,0.0,32298.54,16014.03,27194.83,10828.85,9039.55,7771.887365391772,754.09,16098.0,108.63,94031.93,0,662011.69
2024-05-27,125,58426.35,34521.91,17499.37,29420.16,10850.2,8578.56,7408.053491120804,1099.34,16220.0,101.65,95068.26,0,629995.73
2024-06-03,126,0.0,37400.21,18408.78,28402.79,0.0,9592.56,7678.838626591126,906.94,16209.0,108.09,95414.98,0,667118.47
2024-06-10,127,0.0,32650.13,17438.48,28738.8,12659.09,10463.53,7876.086488518331,978.81,16640.0,105.13,91806.3,0,586051.79
2024-06-17,128,57209.81,27912.4,19381.78,26769.49,14573.34,10175.97,7584.664552028929,1528.87,16465.0,103.17,92690.4,0,657031.12
2024-06-24,129,57812.56,34296.66,16877.41,29613.37,15966.57,11412.42,7354.3261903183975,699.41,16510.0,102.33,89957.0,0,657162.86
2024-07-01,130,54150.2,34883.71,17736.22,0.0,13620.4,9399.87,6896.841268164084,1050.75,16624.0,104.62,88598.72,1,689527.98
2024-07-08,131,46969.25,32050.58,18505.15,29381.78,13695.46,9094.74,7457.910533430329,1093.54,16322.0,106.83,96965.98,0,631389.59
2024-07-15,132,50175.64,37862.5,17513.53,27237.77,15184.45,8349.14,6648.324148696942,1217.16,16808.0,104.71,103668.29,0,656561.82
2024-07-22,133,46670.15,37064.99,17896.79,21965.93,13504.78,6658.06,7685.423094802267,1019.6,16635.0,107.94,97170.38,0,634632.14
2024-07-29,134,52025.68,40112.1,15491.86,22502.96,12567.02,7288.33,7256.496704423482,1061.61,16834.0,101.95,101319.05,0,656093.45
2024-08-05,135,46325.65,36606.84,16644.86,19679.54,10844.09,7316.14,6403.15950353638,921.67,16536.0,104.75,105376.03,0,621240.86
2024-08-12,136,56050.76,41945.7,16190.74,0.0,9506.83,9165.56,6902.272803234273,1053.83,16489.0,102.17,99634.71,0,621716.46
2024-08-19,137,51571.55,44697.96,15328.13,20442.41,9042.21,9606.2,6615.411049033606,931.36,17014.0,105.29,103728.6,0,619890.3
2024-08-26,138,50667.11,40160.67,17258.72,19608.53,7975.67,8313.44,7096.603389315935,1124.31,16975.0,106.2,111418.26,0,667496.74
2024-09-02,139,0.0,38065.84,14681.72,14233.45,8234.36,9482.09,7564.769197358362,926.08,16770.0,103.44,105805.54,0,663315.86
2024-09-09,140,45618.47,37582.22,12664.51,0.0,7840.08,10136.39,5927.397522491714,1075.42,16826.0,98.91,101218.02,0,611712.16
2024-09-16,141,47956.5,39413.45,11030.21,10597.21,8768.6,10019.36,6906.571222147657,994.15,17275.0,104.33,106306.33,0,635446.18
2024-09-23,142,54451.69,33694.64,13130.17,9616.68,7270.95,9209.72,6767.2247281186255,1225.21,16862.0,104.62,107663.81,0,600548.33
2024-09-30,143,45882.51,34644.4,11770.47,14556.67,8486.72,7983.31,7195.670038225233,989.72,17479.0,104.34,110421.19,0,631195.57
2024-10-07,144,44352.46,33694.38,14218.66,16719.92,9195.37,7079.33,6993.88944002079,645.39,17020.0,105.79,112124.13,0,635692.02
2024-10-14,145,46003.49,27030.56,11226.88,18198.46,6998.71,8081.91,6553.073516704539,1252.38,17378.0,100.94,114077.61,0,701166.77
2024-10-21,146,49331.78,23962.85,0.0,16142.23,8089.3,9446.26,6825.456789481275,818.85,17234.0,104.2,107445.25,0,600106.88
2024-10-28,147,43258.44,19440.13,0.0,16743.64,9800.22,10117.13,6656.531045945045,869.25,17471.0,104.97,112681.84,0,660628.34
2024-11-04,148,0.0,19928.01,13348.53,16237.93,7800.25,8367.06,7675.019703405643,880.87,17291.0,98.77,118529.79,1,681593.03
2024-11-11,149,40550.47,23653.47,12548.21,0.0,9816.82,7068.41,7242.145076164869,1274.89,17417.0,102.69,117382.84,1,660147.43
2024-11-18,150,42599.59,28309.88,13220.11,18277.75,9919.57,7146.45,8287.472684635708,572.87,17508.0,100.76,117165.45,1,706792.73
2024-11-25,151,43851.95,27841.19,13120.39,19847.14,8817.87,5705.9,7421.604846361534,1627.55,17350.0,101.32,109509.91,1,683963.58
2024-12-02,152,44062.55,30841.68,14203.86,18221.35,8523.06,6189.1,7221.073444500998,1211.21,17748.0,101.89,112081.19,1,679635.73
2024-12-09,153,40992.69,25719.92,13913.34,17909.79,9085.64,0.0,6948.53791665105,1044.65,17547.0,99.93,114941.48,1,660056.93
2024-12-16,154,42333.25,21310.32,13755.97,18061.96,0.0,6065.1,6939.11449758447,989.02,17654.0,99.25,114630.52,1,687595.71
2024-12-23,155,43504.28,22425.57,12990.58,13578.23,9390.76,5065.62,7187.39534824193,1057.11,17551.0,100.37,120252.29,1,686098.11
